DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,FINANCING_SCHEME,FINANCING_SCHEME_REV,FUNCTION,MODE_PROVISION,PROVIDER,FACTOR_PROVISION,ASSET_TYPE,PRICE_BASE,TIME_PERIOD,OBS_VALUE,BASE_PER,CURRENCY,OBS_STATUS,OBS_STATUS2,OBS_STATUS3,UNIT_MULT,DECIMALS
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1975,1678.753,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1976,1824.782,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1977,1986.896,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1978,2094.585,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1979,2154.077,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1980,2047.947,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1981,2121.183,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1982,2226.742,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1983,2263.887,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1984,2253.881,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1985,2316.252,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1986,2472.047,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1987,2558.659,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1988,2713.452,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1989,2813.131,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1990,2912.434,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1991,3073.388,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,3211.239,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2021,6348.495,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,6096.546,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,6114.154,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,6122.588,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2024,6280.059,2020,,E,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1995,3290.081,2020,,B,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2003,4584.226,2020,,B,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1996,3437.734,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,3483.27,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1998,3615.121,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1999,3797.244,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2000,3898.011,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2001,3987.254,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2002,4125.222,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),BEL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2004,4790.613,2020,,,,,0,1
