Country,Year,Outcome
AUT,2022,4.84
AUT,2023,4.75
BEL,1988,6.95
BEL,1989,6.95
BEL,1990,6.98
BEL,1991,6.91
BEL,1992,6.86
BEL,1993,6.79
BEL,1994,6.66
BEL,1995,6.59
BEL,1996,6.5
BEL,1997,6.44
BEL,1998,6.32
BEL,1999,6.26
BEL,2000,6.2
BEL,2001,6.03
BEL,2002,5.92
BEL,2003,5.9
BEL,2004,5.84
BEL,2005,5.79
BEL,2006,5.7
BEL,2007,5.61
BEL,2008,5.59
BEL,2009,5.49
BEL,2010,5.46
BEL,2011,5.38
BEL,2012,5.3
BEL,2013,5.24
BEL,2014,5.24
BEL,2015,5.19
BEL,2016,5.12
BEL,2017,5.0
BEL,2018,4.97
CAN,1976,4.99
CAN,1977,4.87
CAN,1978,4.8
CAN,1979,4.67
CAN,1980,4.62
CAN,1981,4.62
CAN,1982,4.53
CAN,1983,4.52
CAN,1984,4.46
CAN,1985,4.43
CAN,1986,4.37
CAN,1987,4.33
CAN,1988,4.23
CAN,1989,4.12
CAN,1990,4.05
CAN,1991,3.96
CAN,1992,3.78
CAN,1993,3.65
CAN,1996,4.18
CAN,1997,4.16
CAN,1998,3.99
CAN,1999,3.61
CAN,2000,3.48
CAN,2001,3.38
CAN,2002,3.32
CAN,2003,3.18
CAN,2004,3.15
CAN,2007,2.2
CAN,2008,2.17
CAN,2009,2.12
CAN,2010,2.09
CAN,2011,2.1
CAN,2012,2.1
CAN,2013,2.08
CAN,2014,2.07
CAN,2015,2.03
CAN,2016,2.02
CAN,2017,1.97
CAN,2018,2.0
CAN,2019,1.97
CAN,2020,2.0
CAN,2021,2.01
CAN,2022,1.99
CAN,2023,1.94
CHL,2019,1.92
CHL,2020,1.9
CHL,2021,1.85
CHL,2022,1.83
CHL,2023,1.81
CHL,2024,1.82
COL,2010,1.51
COL,2011,1.48
COL,2012,1.5
COL,2013,1.54
COL,2014,1.57
COL,2015,1.59
COL,2016,1.65
COL,2017,1.65
COL,2018,1.6
COL,2019,1.58
COL,2020,1.49
COL,2021,1.74
COL,2022,1.83
COL,2023,1.89
COL,2024,1.88
CZE,2000,5.78
CZE,2001,5.73
CZE,2002,5.69
CZE,2003,5.58
CZE,2004,5.43
CZE,2005,5.37
CZE,2006,5.28
CZE,2007,5.21
CZE,2008,5.1
CZE,2009,5.01
CZE,2011,4.63
CZE,2012,4.5
CZE,2013,4.26
CZE,2014,4.23
CZE,2015,4.21
CZE,2016,4.19
CZE,2017,4.15
CZE,2018,4.13
CZE,2019,4.09
CZE,2020,4.09
CZE,2021,4.14
CZE,2022,4.09
CZE,2023,4.0
DEU,1991,8.32
DEU,1992,8.02
DEU,1993,7.75
DEU,1994,7.59
DEU,1995,7.46
DEU,1996,7.25
DEU,1997,7.08
DEU,1998,6.97
DEU,1999,6.89
DEU,2000,6.81
DEU,2001,6.71
DEU,2002,6.63
DEU,2003,6.57
DEU,2004,6.44
DEU,2005,6.35
DEU,2006,6.2
DEU,2007,6.16
DEU,2008,6.13
DEU,2009,6.15
DEU,2010,6.15
DEU,2011,6.25
DEU,2012,6.24
DEU,2013,6.21
DEU,2014,6.18
DEU,2015,6.11
DEU,2016,6.06
DEU,2017,6.02
DEU,2018,6.01
DEU,2019,5.95
DEU,2020,5.87
DEU,2021,5.81
DEU,2022,5.78
DEU,2023,5.73
GRC,2015,3.6
GRC,2016,3.57
GRC,2017,3.6
GRC,2018,3.63
GRC,2019,3.64
GRC,2020,3.7
GRC,2021,3.73
GRC,2022,3.76
GRC,2023,3.76
HUN,2001,6.01
HUN,2002,5.98
HUN,2003,5.96
HUN,2004,5.93
HUN,2005,5.94
HUN,2006,5.94
HUN,2008,4.43
HUN,2009,4.44
HUN,2010,4.45
HUN,2011,4.46
HUN,2012,4.29
HUN,2013,4.31
HUN,2014,4.29
HUN,2015,4.27
HUN,2016,4.3
HUN,2017,4.3
HUN,2019,4.24
HUN,2020,4.27
HUN,2021,4.32
HUN,2022,4.18
HUN,2023,4.1
ISL,2007,3.35
ISL,2008,3.09
ISL,2009,2.99
ISL,2010,2.95
ISL,2011,2.67
ISL,2012,2.71
ISL,2013,2.67
ISL,2014,2.64
ISL,2015,2.62
ISL,2016,2.61
ISL,2017,2.51
ISL,2018,2.34
ISL,2019,2.28
ISL,2020,2.32
ISL,2021,2.26
ISL,2022,2.2
ISL,2023,2.11
IRL,2009,2.59
IRL,2010,2.5
IRL,2011,2.43
IRL,2012,2.37
IRL,2013,2.38
IRL,2014,2.41
IRL,2016,2.77
IRL,2017,2.77
IRL,2018,2.77
IRL,2020,2.68
IRL,2021,2.67
IRL,2022,2.69
IRL,2023,2.68
ISR,1995,2.83
ISR,1996,2.77
ISR,1997,2.74
ISR,1998,2.7
ISR,1999,2.67
ISR,2000,2.63
ISR,2001,2.59
ISR,2002,2.54
ISR,2003,2.51
ISR,2004,2.47
ISR,2005,2.45
ISR,2006,2.41
ISR,2007,2.36
ISR,2008,2.31
ISR,2009,2.27
ISR,2010,2.24
ISR,2011,2.21
ISR,2012,2.2
ISR,2013,2.21
ISR,2014,2.19
ISR,2015,2.15
ISR,2016,2.12
ISR,2017,2.12
ISR,2018,2.1
ISR,2019,2.1
ISR,2020,2.07
ISR,2021,2.04
ISR,2022,2.05
ISR,2023,2.05
ISR,2024,2.08
ITA,2000,4.22
ITA,2001,4.11
ITA,2002,3.92
ITA,2003,3.66
ITA,2004,3.48
ITA,2005,3.47
ITA,2006,3.39
ITA,2007,3.28
ITA,2008,3.16
ITA,2009,3.06
ITA,2010,3.01
ITA,2011,2.89
ITA,2012,2.81
ITA,2013,2.74
ITA,2014,2.67
ITA,2015,2.66
ITA,2016,2.64
ITA,2017,2.65
ITA,2018,2.6
ITA,2019,2.6
ITA,2020,2.66
ITA,2021,2.61
ITA,2022,2.57
ITA,2023,2.5
KOR,1990,2.22
KOR,1991,2.37
KOR,1992,2.52
KOR,1993,2.74
KOR,1994,3.05
KOR,1995,3.25
KOR,1996,3.44
KOR,1997,3.64
KOR,1998,3.81
KOR,1999,4.17
KOR,2000,4.57
KOR,2001,4.38
KOR,2002,4.79
KOR,2003,4.86
KOR,2004,5.15
KOR,2005,5.32
KOR,2006,5.54
KOR,2007,5.82
KOR,2008,6.11
KOR,2009,6.33
KOR,2010,6.41
KOR,2011,6.77
KOR,2012,7.0
KOR,2013,7.06
KOR,2014,7.29
KOR,2015,7.02
KOR,2016,7.1
KOR,2017,7.16
KOR,2018,7.09
KOR,2019,7.08
KOR,2020,7.22
KOR,2021,7.34
KOR,2022,7.48
KOR,2023,7.4
KOR,2024,7.41
LTU,1992,11.06
LTU,1993,10.88
LTU,1994,10.22
LTU,1995,9.99
LTU,1996,9.69
LTU,1997,8.72
LTU,1998,7.97
LTU,1999,7.77
LUX,2013,4.23
LUX,2014,4.13
LUX,2015,4.03
LUX,2016,3.91
LUX,2017,3.77
LUX,2018,3.7
LUX,2020,3.24
LUX,2021,3.19
LUX,2022,3.06
LUX,2023,3.03
NLD,2015,2.98
NLD,2016,2.9
NLD,2017,2.78
NLD,2018,2.71
NLD,2019,2.56
NLD,2020,2.47
NLD,2023,2.2
POL,2010,4.98
POL,2011,4.95
POL,2013,4.94
POL,2014,4.95
POL,2015,4.91
POL,2016,4.92
POL,2017,4.85
POL,2018,4.73
POL,2020,4.41
POL,2021,4.5
POL,2022,4.37
POL,2023,4.32
PRT,2000,3.66
PRT,2001,3.59
PRT,2002,3.51
PRT,2003,3.53
PRT,2004,3.53
PRT,2005,3.49
PRT,2006,3.41
PRT,2007,3.36
PRT,2008,3.33
PRT,2009,3.3
PRT,2010,3.29
PRT,2011,3.3
PRT,2012,3.34
PRT,2013,3.31
PRT,2014,3.25
PRT,2015,3.23
PRT,2016,3.24
PRT,2017,3.23
PRT,2018,3.28
PRT,2019,3.31
PRT,2020,3.29
PRT,2021,3.31
PRT,2022,3.26
SVK,1996,6.94
SVK,1997,6.76
SVK,1998,6.62
SVK,1999,6.58
SVK,2000,6.4
SVK,2001,6.18
SVK,2002,6.11
SVK,2003,5.8
SVK,2004,5.53
SVK,2006,5.55
SVK,2007,5.6
SVK,2008,5.54
SVK,2009,5.46
SVK,2010,5.4
SVK,2011,5.13
SVK,2012,5.03
SVK,2013,4.92
SVK,2014,4.92
SVK,2015,4.87
SVK,2016,4.88
SVK,2017,4.91
SVK,2019,4.85
SVK,2020,4.81
SVK,2021,4.82
SVK,2022,4.78
SVK,2023,4.74
ESP,1996,3.05
ESP,1997,3.0
ESP,1998,2.96
ESP,1999,2.94
ESP,2000,2.89
ESP,2001,2.84
ESP,2002,2.78
ESP,2003,2.7
ESP,2004,2.68
ESP,2005,2.65
ESP,2006,2.61
ESP,2007,2.6
ESP,2008,2.56
ESP,2009,2.53
ESP,2011,2.49
ESP,2012,2.44
ESP,2013,2.43
ESP,2014,2.45
ESP,2015,2.47
ESP,2016,2.47
ESP,2017,2.5
ESP,2018,2.49
ESP,2019,2.48
ESP,2020,2.51
ESP,2021,2.51
ESP,2022,2.49
CHE,2003,4.93
CHE,2004,4.83
CHE,2005,4.71
CHE,2006,4.54
CHE,2007,4.48
CHE,2008,4.35
CHE,2009,4.27
CHE,2011,3.95
CHE,2012,3.91
CHE,2013,3.82
CHE,2014,3.76
CHE,2015,3.72
CHE,2016,3.67
CHE,2017,3.66
CHE,2018,3.61
CHE,2019,3.59
CHE,2020,3.53
CHE,2021,3.51
CHE,2022,3.5
CHE,2023,3.44
USA,2017,2.58
USA,2018,2.55
USA,2019,2.53
USA,2020,2.51
USA,2021,2.5
USA,2022,2.48
