Country,Year,Outcome
LTU,2018,7.73
LTU,1998,8.75
LTU,1997,8.83
LTU,1996,8.98
LTU,1995,8.94
LTU,1994,8.98
LTU,1993,8.84
LTU,1992,8.94
LTU,1991,8.92
LTU,2017,7.67
LTU,2016,7.68
LTU,2015,7.65
LTU,2014,7.59
LTU,2013,7.54
LTU,2012,7.59
LTU,2011,7.54
LTU,2010,7.37
LTU,2009,7.36
LTU,2008,7.47
LTU,2007,7.37
LTU,2006,7.38
LTU,2005,7.3
LTU,2004,7.25
LTU,2003,7.32
LTU,2002,7.44
LTU,2001,7.57
LTU,2000,7.63
LTU,1999,7.93
LTU,2023,7.47
LUX,1998,7.25
LUX,1997,7.32
LUX,1996,7.16
LUX,1995,6.95
LUX,2017,11.72
LUX,2016,11.75
LUX,2015,11.91
LUX,2014,11.97
LUX,2010,11.05
LUX,2005,10.97
LUX,2003,8.94
LUX,2013,11.93
LUX,2023,14.25
LUX,2022,14.08
LUX,2021,13.76
LUX,2020,13.41
LUX,2019,13.15
LUX,2018,12.81
LUX,2012,11.92
LUX,2011,11.27
LUX,2009,11.12
LUX,2006,10.94
LUX,2004,9.09
LUX,2002,7.76
LUX,2001,7.47
LUX,2000,7.38
MEX,2020,2.91
MEX,2019,2.83
MEX,2018,2.86
MEX,2017,2.85
MEX,1997,2.09
MEX,1996,2.11
MEX,1995,2.11
MEX,1994,2.07
MEX,1993,2.02
MEX,1992,1.98
MEX,1991,1.88
MEX,1990,1.74
MEX,2016,2.85
MEX,2015,2.74
MEX,2014,2.66
MEX,2013,2.59
MEX,2012,2.53
MEX,2011,2.49
MEX,2010,2.4
MEX,2009,2.35
MEX,2008,2.3
MEX,2007,2.28
MEX,2006,2.21
MEX,2005,2.2
MEX,2004,2.1
MEX,2003,2.13
MEX,2002,2.21
MEX,2001,2.22
MEX,2000,2.22
MEX,1999,2.18
MEX,1998,2.12
MEX,2023,3.02
MEX,2022,3.0
NLD,2016,10.67
NLD,2015,10.53
NLD,2023,11.11
NLD,2019,10.77
NLD,2014,10.33
NLD,2008,8.4
NLD,2007,8.3
NLD,2006,8.2
NLD,2005,8.19
NLD,2004,8.13
NLD,2003,8.0
NLD,2002,7.83
NLD,2022,11.55
NLD,2021,11.39
NLD,2020,11.09
NLD,2018,11.16
NZL,2016,10.24
NZL,2015,10.22
NZL,2014,10.09
NZL,2013,10.07
NZL,2012,10.02
NZL,2010,10.06
NZL,2009,9.73
NZL,2008,9.77
NZL,2007,9.22
NZL,2006,8.84
NZL,2005,9.03
NZL,2011,10.12
NZL,2024,12.42
NZL,2023,11.65
NZL,2022,11.46
NZL,2021,10.97
NZL,2020,10.63
NZL,2019,10.26
NZL,2018,10.21
NOR,2012,16.53
NOR,2011,16.4
NOR,2010,16.13
NOR,2008,15.58
NOR,2007,15.47
NOR,2006,15.34
NOR,2005,15.01
NOR,2004,14.59
NOR,2003,14.18
NOR,2002,13.74
NOR,2015,15.05
NOR,2009,15.93
NOR,2023,15.57
NOR,2022,15.62
NOR,2021,15.77
NOR,2020,15.57
NOR,2019,15.45
NOR,2018,15.33
NOR,2017,15.32
NOR,2016,15.19
NOR,2014,16.89
POL,2009,5.25
POL,2008,5.19
POL,2007,5.18
POL,2006,5.09
POL,1984,4.66
POL,1983,4.61
POL,1982,4.53
POL,1981,4.49
POL,1980,4.41
POL,2019,5.64
POL,2005,5.09
POL,2004,4.93
POL,2003,4.75
POL,2002,4.86
POL,2001,4.88
POL,2000,4.96
POL,1999,5.1
POL,1998,5.51
POL,1997,5.62
POL,1996,5.57
POL,1995,5.48
POL,1994,5.41
POL,1993,5.3
POL,1992,5.31
POL,1991,5.33
POL,1990,5.45
POL,1989,5.21
POL,1988,5.13
POL,1987,5.09
POL,1986,4.98
POL,1985,4.83
POL,2023,5.89
POL,2022,5.82
POL,2021,5.8
POL,2020,5.62
POL,2018,5.08
POL,2017,5.1
POL,2016,5.16
POL,2015,5.2
POL,2014,5.24
POL,2013,5.27
POL,2011,5.28
SVN,2011,8.33
SVN,2010,8.19
SVN,2009,8.03
SVN,2008,7.88
SVN,2007,7.72
SVN,2006,7.6
SVN,2005,7.48
SVN,2004,7.4
SVN,2003,7.35
SVN,2002,7.16
SVN,2001,7.13
SVN,2000,6.85
SVN,2023,10.48
SVN,2022,10.41
SVN,2021,10.49
SVN,2020,10.47
SVN,2019,10.28
SVN,2018,10.14
SVN,2017,9.92
SVN,2016,9.65
SVN,2015,8.78
SVN,2014,8.56
SVN,2013,8.32
ESP,2023,5.88
ESP,2021,6.28
ESP,2020,6.06
ESP,2019,5.88
ESP,1999,3.37
ESP,1998,3.32
ESP,1997,3.34
ESP,1996,3.26
ESP,1990,2.68
ESP,1985,2.24
ESP,1980,2.1
ESP,2022,6.08
ESP,2018,5.85
ESP,2017,5.74
ESP,2016,5.52
ESP,2015,5.29
ESP,2014,5.15
ESP,2013,5.14
ESP,2012,5.24
ESP,2011,5.22
ESP,2010,5.15
ESP,2009,4.95
ESP,2008,4.82
ESP,2007,4.6
ESP,2006,4.46
ESP,2005,4.36
ESP,2004,4.3
ESP,2003,4.29
ESP,2002,4.07
ESP,2001,3.88
SWE,2005,10.48
SWE,2004,10.29
SWE,2003,10.1
SWE,2022,10.97
SWE,2002,9.99
SWE,2001,9.78
SWE,2000,9.64
SWE,1999,9.56
SWE,1998,9.45
SWE,1997,9.26
SWE,1996,9.32
SWE,1995,9.35
SWE,2021,10.9
SWE,2020,10.68
SWE,2019,10.86
SWE,2018,10.89
SWE,2017,10.92
SWE,2016,10.96
SWE,2015,10.98
SWE,2014,10.96
SWE,2013,10.97
SWE,2012,10.94
SWE,2011,10.9
SWE,2010,10.87
SWE,2009,10.8
SWE,2008,10.79
SWE,2007,10.75
CHE,2011,15.17
CHE,2010,14.64
CHE,2009,13.86
CHE,2008,13.59
CHE,2007,13.34
CHE,2006,13.09
CHE,2005,12.67
CHE,2004,12.72
CHE,2003,12.84
CHE,2002,12.31
CHE,2001,11.9
CHE,2000,11.59
CHE,2023,18.8
CHE,2022,18.44
CHE,2021,18.39
CHE,2020,18.37
CHE,2019,17.96
CHE,2018,17.59
CHE,2017,17.23
CHE,2016,17.02
CHE,2015,16.58
CHE,2014,16.16
CHE,2013,15.91
GBR,2007,8.65
GBR,2006,9.0
GBR,2005,9.14
GBR,2004,9.03
GBR,2003,8.89
GBR,2002,8.65
GBR,2001,8.35
GBR,2000,8.15
GBR,2023,9.13
GBR,2015,7.91
GBR,2014,7.93
GBR,2009,8.51
GBR,2022,8.84
GBR,2021,8.72
GBR,2020,8.51
GBR,2019,8.22
GBR,2018,8.07
GBR,2017,7.84
AUS,1998,10.3
AUT,2011,6.62
BEL,2009,9.42
CAN,2015,9.91
CZE,2008,7.97
DNK,2023,10.48
EST,2009,6.16
FIN,2015,11.61
FRA,2016,8.62
DEU,2012,10.2
GRC,2011,3.47
HUN,2021,5.33
ISL,2011,14.82
IRL,2024,14.31
ISR,2006,5.22
ITA,2015,5.49
JPN,2004,8.79
KOR,2007,4.14
LVA,2018,4.35
LTU,2022,7.5
LUX,1999,7.31
MEX,2021,2.94
NLD,2017,10.94
NZL,2017,10.13
NOR,2013,16.67
POL,2010,5.28
SVN,2012,8.16
ESP,2000,3.54
SWE,2006,10.64
CHE,2012,15.57
GBR,2008,8.66
GBR,2016,7.88
GBR,2013,7.94
GBR,2012,7.94
GBR,2011,8.2
GBR,2010,8.41
